Date,Open,High,Low,Close,Adj Close,Volume
2019-10-11,6564.299805,6614.600098,6564.299805,6606.799805,6606.799805,526900
2019-10-14,6622.500000,6676.200195,6622.500000,6642.600098,6642.600098,489200
2019-10-15,6637.000000,6657.399902,6621.899902,6652.000000,6652.000000,504800
2019-10-16,6660.000000,6737.799805,6659.700195,6736.500000,6736.500000,626500
2019-10-17,6730.500000,6737.399902,6681.399902,6684.700195,6684.700195,871200
2019-10-18,6682.799805,6683.200195,6633.899902,6649.700195,6649.700195,633400
2019-10-21,6643.500000,6652.500000,6612.399902,6652.500000,6652.500000,506400
2019-10-22,6659.100098,6680.399902,6648.299805,6672.200195,6672.200195,577400
2019-10-23,6670.000000,6673.200195,6635.700195,6673.100098,6673.100098,557200
2019-10-24,6673.100098,6715.200195,6673.100098,6693.600098,6693.600098,559600
2019-10-25,6693.600098,6741.500000,6693.600098,6739.200195,6739.200195,627000
2019-10-28,6739.899902,6766.200195,6739.799805,6740.700195,6740.700195,486300
2019-10-29,6740.700195,6761.500000,6735.700195,6745.399902,6745.399902,582000
2019-10-30,6745.399902,6745.399902,6680.200195,6689.500000,6689.500000,598200
2019-10-31,6689.500000,6689.500000,6639.799805,6663.399902,6663.399902,636000
2019-11-01,6663.399902,6671.700195,6634.700195,6669.100098,6669.100098,555300
2019-11-04,6669.100098,6713.500000,6669.100098,6686.899902,6686.899902,516800
2019-11-05,6686.899902,6725.899902,6678.899902,6697.100098,6697.100098,482000
2019-11-06,6697.100098,6715.200195,6658.200195,6660.200195,6660.200195,639700
2019-11-07,6660.200195,6727.700195,6659.700195,6726.600098,6726.600098,613200
2019-11-08,6726.600098,6742.200195,6706.100098,6724.100098,6724.100098,666800
2019-11-11,6724.100098,6772.500000,6717.299805,6772.500000,6772.500000,550700
2019-11-12,6772.500000,6779.299805,6730.899902,6753.000000,6753.000000,635900
2019-11-13,6753.000000,6766.200195,6698.299805,6698.399902,6698.399902,613400
2019-11-14,6698.399902,6744.799805,6687.700195,6735.100098,6735.100098,671000
2019-11-15,6735.100098,6798.700195,6735.100098,6793.700195,6793.700195,552200
2019-11-18,6793.700195,6799.200195,6749.100098,6766.799805,6766.799805,429200
2019-11-19,6766.799805,6814.200195,6755.000000,6814.200195,6814.200195,562200
2019-11-20,6814.200195,6814.200195,6714.899902,6722.399902,6722.399902,663700
2019-11-21,6714.299805,6714.600098,6637.299805,6672.899902,6672.899902,710300
2019-11-22,6672.899902,6725.100098,6672.899902,6709.799805,6709.799805,522500
2019-11-25,6712.000000,6758.000000,6712.000000,6731.399902,6731.399902,521000
2019-11-26,6731.399902,6797.600098,6731.399902,6787.500000,6787.500000,1076900
2019-11-27,6790.299805,6852.100098,6788.000000,6850.600098,6850.600098,618500
2019-11-28,6850.600098,6879.500000,6850.600098,6864.000000,6864.000000,509700
2019-11-29,6869.100098,6893.700195,6846.000000,6846.000000,6846.000000,543500
2019-12-02,6846.000000,6890.000000,6840.600098,6862.299805,6862.299805,494400
2019-12-03,6862.299805,6862.299805,6703.700195,6712.299805,6712.299805,700700
2019-12-04,6691.700195,6692.299805,6590.100098,6606.500000,6606.500000,779900
2019-12-05,6606.500000,6684.600098,6606.500000,6683.000000,6683.000000,572100
2019-12-06,6683.000000,6712.299805,6681.799805,6707.000000,6707.000000,477900
2019-12-09,6707.000000,6740.000000,6707.000000,6730.000000,6730.000000,505300
2019-12-10,6730.000000,6734.299805,6702.899902,6706.899902,6706.899902,473100
2019-12-11,6709.899902,6752.600098,6709.700195,6752.600098,6752.600098,638300
2019-12-12,6752.600098,6753.000000,6701.200195,6708.799805,6708.799805,630700
2019-12-13,6708.799805,6753.100098,6708.799805,6739.700195,6739.700195,646000
2019-12-16,6741.600098,6866.100098,6741.600098,6849.700195,6849.700195,650900
2019-12-17,6849.700195,6871.299805,6839.100098,6847.299805,6847.299805,631600
2019-12-18,6849.399902,6863.799805,6833.399902,6851.399902,6851.399902,650800
2019-12-19,6851.399902,6872.799805,6819.899902,6833.100098,6833.100098,805700
2019-12-20,6833.100098,6842.799805,6808.399902,6816.299805,6816.299805,966400
2019-12-23,6816.299805,6816.299805,6785.100098,6785.100098,6785.100098,364700
2019-12-24,6785.100098,6794.899902,6776.200195,6794.200195,6794.200195,201800
2019-12-27,6794.200195,6822.100098,6794.200195,6821.700195,6821.700195,290100
2019-12-30,6821.700195,6824.700195,6764.600098,6804.899902,6804.899902,294800
2019-12-31,6804.899902,6804.899902,6684.100098,6684.100098,6684.100098,314200
2020-01-02,6684.100098,6709.200195,6669.200195,6690.600098,6690.600098,304900
2020-01-03,6690.600098,6788.200195,6690.600098,6733.500000,6733.500000,365200
2020-01-06,6733.100098,6738.600098,6671.700195,6735.700195,6735.700195,469800
2020-01-07,6735.700195,6834.299805,6735.700195,6826.399902,6826.399902,447400
2020-01-08,6826.399902,6831.700195,6749.600098,6817.600098,6817.600098,570700
2020-01-09,6817.600098,6889.200195,6817.600098,6874.200195,6874.200195,502100
2020-01-10,6874.200195,6933.200195,6874.200195,6929.000000,6929.000000,516000
2020-01-13,6929.000000,6929.000000,6880.700195,6903.700195,6903.700195,358100
2020-01-14,6903.700195,6962.799805,6903.700195,6962.200195,6962.200195,549700
2020-01-15,6965.500000,6996.799805,6960.399902,6994.799805,6994.799805,573400
2020-01-16,6994.799805,7041.799805,6994.799805,7041.799805,7041.799805,548200
2020-01-17,7041.799805,7088.100098,7041.799805,7064.100098,7064.100098,500300
2020-01-20,7064.100098,7092.500000,7064.100098,7079.500000,7079.500000,423400
2020-01-21,7079.500000,7079.500000,7040.700195,7066.299805,7066.299805,480900
2020-01-22,7066.299805,7144.899902,7062.200195,7132.700195,7132.700195,602000
2020-01-23,7132.700195,7132.700195,7068.799805,7088.000000,7088.000000,539700
